Date,Close
2015-04-22,234.18
2015-04-23,236.46
2015-04-24,231.27
2015-04-25,226.39
2015-04-26,219.43
2015-04-27,229.29
2015-04-28,225.85
2015-04-29,225.81
2015-04-30,236.15
2015-05-01,232.08
2015-05-02,234.93
2015-05-03,240.36
2015-05-04,239.02
2015-05-05,236.12
2015-05-06,229.78
2015-05-07,237.33
2015-05-08,243.86
2015-05-09,241.83
2015-05-10,240.3
2015-05-11,242.16
2015-05-12,241.11
2015-05-13,236.38
2015-05-14,236.93
2015-05-15,237.6
2015-05-16,236.15
2015-05-17,236.8
2015-05-18,233.13
2015-05-19,231.95
2015-05-20,234.02
2015-05-21,235.34
2015-05-22,240.35
2015-05-23,238.87
2015-05-24,240.95
2015-05-25,237.11
2015-05-26,237.12
2015-05-27,237.28
2015-05-28,237.41
2015-05-29,237.1
2015-05-30,233.35
2015-05-31,230.19
2015-06-01,222.93
2015-06-02,225.8
2015-06-03,225.87
2015-06-04,224.32
2015-06-05,224.95
2015-06-06,225.62
2015-06-07,222.88
2015-06-08,228.49
2015-06-09,229.05
2015-06-10,228.8
2015-06-11,229.71
2015-06-12,229.98
2015-06-13,232.4
2015-06-14,233.54
2015-06-15,236.82
2015-06-16,250.9
2015-06-17,249.28
2015-06-18,249.01
2015-06-19,244.61
2015-06-20,245.21
2015-06-21,243.94
2015-06-22,246.99
2015-06-23,244.3
2015-06-24,240.51
2015-06-25,242.8
2015-06-26,243.59
2015-06-27,250.99
2015-06-28,249.01
2015-06-29,257.06
2015-06-30,263.07
2015-07-01,258.62
2015-07-02,255.41
2015-07-03,256.34
2015-07-04,260.89
2015-07-05,271.91
2015-07-06,269.03
2015-07-07,266.21
2015-07-08,270.79
2015-07-09,269.23
2015-07-10,284.89
2015-07-11,293.11
2015-07-12,310.87
2015-07-13,292.05
2015-07-14,287.46
2015-07-15,285.83
2015-07-16,278.09
2015-07-17,279.47
2015-07-18,274.9
2015-07-19,273.61
2015-07-20,278.98
2015-07-21,275.83
2015-07-22,277.22
2015-07-23,276.05
2015-07-24,288.28
2015-07-25,288.7
2015-07-26,292.69
2015-07-27,293.62
2015-07-28,294.43
2015-07-29,289.59
2015-07-30,287.72
2015-07-31,284.65
2015-08-01,281.6
2015-08-02,282.61
2015-08-03,281.23
2015-08-04,285.22
2015-08-05,281.88
2015-08-06,278.58
2015-08-07,279.58
2015-08-08,261.0
2015-08-09,265.08
2015-08-10,264.47
2015-08-11,270.39
2015-08-12,266.38
2015-08-13,264.08
2015-08-14,265.68
2015-08-15,261.55
2015-08-16,258.51
2015-08-17,257.98
2015-08-18,211.08
2015-08-19,226.68
2015-08-20,235.35
2015-08-21,232.57
2015-08-22,230.39
2015-08-23,228.17
2015-08-24,210.49
2015-08-25,221.61
2015-08-26,225.83
2015-08-27,224.77
2015-08-28,231.4
2015-08-29,229.78
2015-08-30,228.76
2015-08-31,230.06
2015-09-01,228.12
2015-09-02,229.28
2015-09-03,227.18
2015-09-04,230.3
2015-09-05,235.02
2015-09-06,239.84
2015-09-07,239.85
2015-09-08,243.61
2015-09-09,238.17
2015-09-10,238.48
2015-09-11,240.11
2015-09-12,235.23
2015-09-13,230.51
2015-09-14,230.64
2015-09-15,230.3
2015-09-16,229.09
2015-09-17,229.81
2015-09-18,232.98
2015-09-19,231.49
2015-09-20,231.21
2015-09-21,227.09
2015-09-22,230.62
2015-09-23,230.28
2015-09-24,234.53
2015-09-25,235.14
2015-09-26,234.34
2015-09-27,232.76
2015-09-28,239.14
2015-09-29,236.69
2015-09-30,236.06
2015-10-01,237.55
2015-10-02,237.29
2015-10-03,238.73
2015-10-04,238.26
2015-10-05,240.38
2015-10-06,246.06
2015-10-07,242.97
2015-10-08,242.3
2015-10-09,243.93
2015-10-10,244.94
2015-10-11,247.05
2015-10-12,245.31
2015-10-13,249.51
2015-10-14,251.99
2015-10-15,254.32
2015-10-16,262.87
2015-10-17,270.64
2015-10-18,261.64
2015-10-19,263.44
2015-10-20,269.46
2015-10-21,266.27
2015-10-22,274.02
2015-10-23,276.5
2015-10-24,281.65
2015-10-25,283.68
2015-10-26,285.3
2015-10-27,293.79
2015-10-28,304.62
2015-10-29,313.86
2015-10-30,328.02
2015-10-31,314.17
2015-11-01,325.43
2015-11-02,361.19
2015-11-03,403.42
2015-11-04,411.56
2015-11-05,386.35
2015-11-06,374.47
2015-11-07,386.48
2015-11-08,373.37
2015-11-09,380.26
2015-11-10,336.82
2015-11-11,311.08
2015-11-12,338.15
2015-11-13,336.75
2015-11-14,332.91
2015-11-15,320.17
2015-11-16,330.75
2015-11-17,335.09
2015-11-18,334.59
2015-11-19,326.15
2015-11-20,322.02
2015-11-21,326.93
2015-11-22,324.54
2015-11-23,323.05
2015-11-24,320.05
2015-11-25,328.21
2015-11-26,352.68
2015-11-27,358.04
2015-11-28,357.38
2015-11-29,371.29
2015-11-30,377.32
2015-12-01,362.49
2015-12-02,359.19
2015-12-03,361.05
2015-12-04,363.18
2015-12-05,388.95
2015-12-06,388.78
2015-12-07,395.54
2015-12-08,415.56
2015-12-09,417.56
2015-12-10,415.48
2015-12-11,451.94
2015-12-12,435.0
2015-12-13,433.76
2015-12-14,444.18
2015-12-15,465.32
2015-12-16,454.93
2015-12-17,456.08
2015-12-18,463.62
2015-12-19,462.32
2015-12-20,442.68
2015-12-21,438.64
2015-12-22,436.57
2015-12-23,442.4
2015-12-24,454.98
2015-12-25,455.65
2015-12-26,417.27
2015-12-27,422.82
2015-12-28,422.28
2015-12-29,432.98
2015-12-30,426.62
2015-12-31,430.57
2016-01-01,434.33
2016-01-02,433.44
2016-01-03,430.01
2016-01-04,433.09
2016-01-05,431.96
2016-01-06,429.11
2016-01-07,458.05
2016-01-08,453.23
2016-01-09,447.61
2016-01-10,447.99
2016-01-11,448.43
2016-01-12,435.69
2016-01-13,432.37
2016-01-14,430.31
2016-01-15,364.33
2016-01-16,387.54
2016-01-17,382.3
2016-01-18,387.17
2016-01-19,380.15
2016-01-20,420.23
2016-01-21,410.26
2016-01-22,382.49
2016-01-23,387.49
2016-01-24,402.97
2016-01-25,391.73
2016-01-26,392.15
2016-01-27,394.97
2016-01-28,380.29
2016-01-29,379.47
2016-01-30,378.26
2016-01-31,368.77
2016-02-01,373.06
2016-02-02,374.45
2016-02-03,369.95
2016-02-04,389.59
2016-02-05,386.55
2016-02-06,376.52
2016-02-07,376.62
2016-02-08,373.45
2016-02-09,376.03
2016-02-10,381.65
2016-02-11,379.65
2016-02-12,384.26
2016-02-13,391.86
2016-02-14,407.23
2016-02-15,400.18
2016-02-16,407.49
2016-02-17,416.32
2016-02-18,422.37
2016-02-19,420.79
2016-02-20,437.16
2016-02-21,438.8
2016-02-22,437.75
2016-02-23,420.74
2016-02-24,424.95
2016-02-25,424.54
2016-02-26,432.15
2016-02-27,432.52
2016-02-28,433.5
2016-02-29,437.7
2016-03-01,435.12
2016-03-02,423.99
2016-03-03,421.65
2016-03-04,410.94
2016-03-05,400.57
2016-03-06,407.71
2016-03-07,414.32
2016-03-08,413.97
2016-03-09,414.86
2016-03-10,417.13
2016-03-11,421.69
2016-03-12,411.62
2016-03-13,414.07
2016-03-14,416.44
2016-03-15,416.83
2016-03-16,417.01
2016-03-17,420.62
2016-03-18,409.55
2016-03-19,410.44
2016-03-20,413.76
2016-03-21,413.31
2016-03-22,418.09
2016-03-23,418.04
2016-03-24,416.39
2016-03-25,417.18
2016-03-26,417.95
2016-03-27,426.77
2016-03-28,424.23
2016-03-29,416.52
2016-03-30,414.82
2016-03-31,416.73
2016-04-01,417.96
2016-04-02,420.87
2016-04-03,420.9
2016-04-04,421.44
2016-04-05,424.03
2016-04-06,423.41
2016-04-07,422.74
2016-04-08,420.35
2016-04-09,419.41
2016-04-10,421.56
2016-04-11,422.48
2016-04-12,425.19
2016-04-13,423.73
2016-04-14,424.28
2016-04-15,429.71
2016-04-16,430.57
2016-04-17,427.4
2016-04-18,428.59
2016-04-19,435.51
2016-04-20,441.39
2016-04-21,449.42
2016-04-22,445.74
2016-04-23,450.28
2016-04-24,458.55
2016-04-25,461.43
2016-04-26,466.09
2016-04-27,444.69
2016-04-28,449.01
2016-04-29,455.1
2016-04-30,448.32
2016-05-01,451.88
2016-05-02,444.67
2016-05-03,450.3
2016-05-04,446.72
2016-05-05,447.98
2016-05-06,459.6
2016-05-07,458.54
2016-05-08,458.55
2016-05-09,460.48
2016-05-10,450.89
2016-05-11,452.73
2016-05-12,454.77
2016-05-13,455.67
2016-05-14,455.67
2016-05-15,457.57
2016-05-16,454.16
2016-05-17,453.78
2016-05-18,454.62
2016-05-19,438.71
2016-05-20,442.68
2016-05-21,443.19
2016-05-22,439.32
2016-05-23,444.15
2016-05-24,445.98
2016-05-25,449.6
2016-05-26,453.38
2016-05-27,473.46
2016-05-28,530.04
2016-05-29,526.23
2016-05-30,533.86
2016-05-31,531.39
2016-06-01,536.92
2016-06-02,537.97
2016-06-03,569.19
2016-06-04,572.73
2016-06-05,574.98
2016-06-06,585.54
2016-06-07,576.6
2016-06-08,581.65
2016-06-09,574.63
2016-06-10,577.47
2016-06-11,606.73
2016-06-12,672.78
2016-06-13,704.38
2016-06-14,685.56
2016-06-15,694.47
2016-06-16,766.31
2016-06-17,748.91
2016-06-18,756.23
2016-06-19,763.78
2016-06-20,737.23
2016-06-21,666.65
2016-06-22,596.12
2016-06-23,623.98
2016-06-24,665.3
2016-06-25,665.12
2016-06-26,629.37
2016-06-27,655.28
2016-06-28,647.0
2016-06-29,639.89
2016-06-30,673.34
2016-07-01,676.3
2016-07-02,703.7
2016-07-03,658.66
2016-07-04,683.66
2016-07-05,670.63
2016-07-06,677.33
2016-07-07,640.56
2016-07-08,666.52
2016-07-09,650.96
2016-07-10,649.36
2016-07-11,647.66
2016-07-12,664.55
2016-07-13,654.47
2016-07-14,658.08
2016-07-15,663.26
2016-07-16,660.77
2016-07-17,679.46
2016-07-18,673.11
2016-07-19,672.86
2016-07-20,665.68
2016-07-21,665.01
2016-07-22,650.62
2016-07-23,655.56
2016-07-24,661.28
2016-07-25,654.1
2016-07-26,651.78
2016-07-27,654.35
2016-07-28,655.03
2016-07-29,656.99
2016-07-30,655.05
2016-07-31,624.68
2016-08-01,606.27
2016-08-02,547.47
2016-08-03,566.35
2016-08-04,578.29
2016-08-05,575.04
2016-08-06,587.78
2016-08-07,592.69
2016-08-08,591.05
2016-08-09,587.8
2016-08-10,592.1
2016-08-11,589.12
2016-08-12,587.56
2016-08-13,585.59
2016-08-14,570.47
2016-08-15,567.24
2016-08-16,577.44
2016-08-17,573.22
2016-08-18,574.32
2016-08-19,575.63
2016-08-20,581.7
2016-08-21,581.31
2016-08-22,586.75
2016-08-23,583.41
2016-08-24,580.18
2016-08-25,577.76
2016-08-26,579.65
2016-08-27,569.95
2016-08-28,573.91
2016-08-29,574.11
2016-08-30,577.5
2016-08-31,575.47
2016-09-01,572.3
2016-09-02,575.54
2016-09-03,598.21
2016-09-04,608.63
2016-09-05,606.59
2016-09-06,610.44
2016-09-07,614.54
2016-09-08,626.32
2016-09-09,622.86
2016-09-10,623.51
2016-09-11,606.72
2016-09-12,608.24
2016-09-13,609.24
2016-09-14,610.68
2016-09-15,607.16
2016-09-16,606.97
2016-09-17,605.98
2016-09-18,609.87
2016-09-19,609.23
2016-09-20,608.31
2016-09-21,597.15
2016-09-22,596.3
2016-09-23,602.84
2016-09-24,602.62
2016-09-25,600.83
2016-09-26,608.04
2016-09-27,606.17
2016-09-28,604.73
2016-09-29,605.69
2016-09-30,609.73
2016-10-01,613.98
2016-10-02,610.89
2016-10-03,612.13
2016-10-04,610.2
2016-10-05,612.51
2016-10-06,613.02
2016-10-07,617.12
2016-10-08,619.11
2016-10-09,616.75
2016-10-10,618.99
2016-10-11,641.07
2016-10-12,636.19
2016-10-13,636.79
2016-10-14,640.38
2016-10-15,638.65
2016-10-16,641.63
2016-10-17,639.19
2016-10-18,637.96
2016-10-19,630.52
2016-10-20,630.86
2016-10-21,632.83
2016-10-22,657.29
2016-10-23,657.07
2016-10-24,653.76
2016-10-25,657.59
2016-10-26,678.3
2016-10-27,688.31
2016-10-28,689.65
2016-10-29,714.48
2016-10-30,701.86
2016-10-31,700.97
2016-11-01,729.79
2016-11-02,740.83
2016-11-03,688.7
2016-11-04,703.23
2016-11-05,703.42
2016-11-06,711.52
2016-11-07,703.13
2016-11-08,709.85
2016-11-09,723.27
2016-11-10,715.53
2016-11-11,716.41
2016-11-12,705.05
2016-11-13,702.03
2016-11-14,705.02
2016-11-15,711.62
2016-11-16,744.2
2016-11-17,740.98
2016-11-18,751.59
2016-11-19,751.62
2016-11-20,731.03
2016-11-21,739.25
2016-11-22,751.35
2016-11-23,744.59
2016-11-24,740.29
2016-11-25,741.65
2016-11-26,735.38
2016-11-27,732.03
2016-11-28,735.81
2016-11-29,735.6
2016-11-30,745.69
2016-12-01,756.77
2016-12-02,777.94
2016-12-03,771.16
2016-12-04,773.87
2016-12-05,758.7
2016-12-06,764.22
2016-12-07,768.13
2016-12-08,770.81
2016-12-09,772.79
2016-12-10,774.65
2016-12-11,769.73
2016-12-12,780.09
2016-12-13,780.56
2016-12-14,781.48
2016-12-15,778.09
2016-12-16,784.91
2016-12-17,790.83
2016-12-18,790.53
2016-12-19,792.71
2016-12-20,800.88
2016-12-21,834.28
2016-12-22,864.54
2016-12-23,921.98
2016-12-24,898.82
2016-12-25,896.18
2016-12-26,907.61
2016-12-27,933.2
2016-12-28,975.92
2016-12-29,973.5
2016-12-30,961.24
2016-12-31,963.74
2017-01-01,998.33
2017-01-02,1021.75
2017-01-03,1043.84
2017-01-04,1154.73
2017-01-05,1013.38
2017-01-06,902.2
2017-01-07,908.59
2017-01-08,911.2
2017-01-09,902.83
2017-01-10,907.68
2017-01-11,777.76
2017-01-12,804.83
2017-01-13,823.98
2017-01-14,818.41
2017-01-15,821.8
2017-01-16,831.53
2017-01-17,907.94
2017-01-18,886.62
2017-01-19,899.07
2017-01-20,895.03
2017-01-21,921.79
2017-01-22,924.67
2017-01-23,921.01
2017-01-24,892.69
2017-01-25,901.54
2017-01-26,917.59
2017-01-27,919.75
2017-01-28,921.59
2017-01-29,919.5
2017-01-30,920.38
2017-01-31,970.4
2017-02-01,989.02
2017-02-02,1011.8
2017-02-03,1029.91
2017-02-04,1042.9
2017-02-05,1027.34
2017-02-06,1038.15
2017-02-07,1061.35
2017-02-08,1063.07
2017-02-09,994.38
2017-02-10,988.67
2017-02-11,1004.45
2017-02-12,999.18
2017-02-13,990.64
2017-02-14,1004.55
2017-02-15,1007.48
2017-02-16,1027.44
2017-02-17,1046.21
2017-02-18,1054.42
2017-02-19,1047.87
2017-02-20,1079.98
2017-02-21,1115.3
2017-02-22,1117.44
2017-02-23,1166.72
2017-02-24,1173.68
2017-02-25,1143.84
2017-02-26,1165.2
2017-02-27,1179.97
2017-02-28,1179.97
2017-03-01,1222.5
2017-03-02,1251.01
2017-03-03,1274.99
2017-03-04,1255.15
2017-03-05,1267.12
2017-03-06,1272.83
2017-03-07,1223.54
2017-03-08,1150.0
2017-03-09,1188.49
2017-03-10,1116.72
2017-03-11,1175.83
2017-03-12,1221.38
2017-03-13,1231.92
2017-03-14,1240.0
2017-03-15,1249.61
2017-03-16,1187.81
2017-03-17,1100.23
2017-03-18,973.82
2017-03-19,1036.74
2017-03-20,1054.23
2017-03-21,1120.54
2017-03-22,1049.14
2017-03-23,1038.59
2017-03-24,937.52
2017-03-25,972.78
2017-03-26,966.72
2017-03-27,1045.77
2017-03-28,1047.15
2017-03-29,1039.97
2017-03-30,1026.43
2017-03-31,1071.79
2017-04-01,1080.5
2017-04-02,1102.17
2017-04-03,1143.81
2017-04-04,1133.25
2017-04-05,1124.78
2017-04-06,1182.68
2017-04-07,1176.9
2017-04-08,1175.95
2017-04-09,1187.87
2017-04-10,1187.13
2017-04-11,1205.01
2017-04-12,1200.37
2017-04-13,1169.28
2017-04-14,1167.54
2017-04-15,1172.52
2017-04-16,1182.94
2017-04-17,1193.91
2017-04-18,1211.67
2017-04-19,1210.29
2017-04-20,1229.08
2017-04-21,1222.05
2017-04-22,1231.71
2017-04-23,1207.21
2017-04-24,1250.15
2017-04-25,1265.49
2017-04-26,1281.08
2017-04-27,1317.73
2017-04-28,1316.48
2017-04-29,1321.79
2017-04-30,1347.89
2017-05-01,1421.6
2017-05-02,1452.82
2017-05-03,1490.09
2017-05-04,1537.67
2017-05-05,1555.45
2017-05-06,1578.8
2017-05-07,1596.71
2017-05-08,1723.35
2017-05-09,1755.36
2017-05-10,1787.13
2017-05-11,1848.57
2017-05-12,1724.24
2017-05-13,1804.91
2017-05-14,1808.91
2017-05-15,1738.43
2017-05-16,1734.45
2017-05-17,1839.09
2017-05-18,1888.65
2017-05-19,1987.71
2017-05-20,2084.73
2017-05-21,2041.2
2017-05-22,2173.4
2017-05-23,2320.42
2017-05-24,2443.64
2017-05-25,2304.98
2017-05-26,2202.42
2017-05-27,2038.87
2017-05-28,2155.8
2017-05-29,2255.61
2017-05-30,2175.47
2017-05-31,2286.41
2017-06-01,2407.88
2017-06-02,2488.55
2017-06-03,2515.35
2017-06-04,2511.81
2017-06-05,2686.81
2017-06-06,2863.2
2017-06-07,2732.16
2017-06-08,2805.62
2017-06-09,2823.81
2017-06-10,2947.71
2017-06-11,2958.11
2017-06-12,2659.63
2017-06-13,2717.02
2017-06-14,2506.37
2017-06-15,2464.58
2017-06-16,2518.56
2017-06-17,2655.88
2017-06-18,2548.29
2017-06-19,2589.6
2017-06-20,2721.79
2017-06-21,2689.1
2017-06-22,2705.41
2017-06-23,2744.91
2017-06-24,2608.72
2017-06-25,2589.41
2017-06-26,2478.45
2017-06-27,2552.45
2017-06-28,2574.79
2017-06-29,2539.32
2017-06-30,2480.84
2017-07-01,2434.55
2017-07-02,2506.47
2017-07-03,2564.06
2017-07-04,2601.64
2017-07-05,2601.99
2017-07-06,2608.56
2017-07-07,2518.66
2017-07-08,2571.34
2017-07-09,2518.44
2017-07-10,2372.56
2017-07-11,2337.79
2017-07-12,2398.84
2017-07-13,2357.9
2017-07-14,2233.34
2017-07-15,1998.86
2017-07-16,1929.82
2017-07-17,2228.41
2017-07-18,2318.88
2017-07-19,2273.43
2017-07-20,2817.6
2017-07-21,2667.76
2017-07-22,2810.12
2017-07-23,2730.4
2017-07-24,2754.86
2017-07-25,2576.48
2017-07-26,2529.45
2017-07-27,2671.78
2017-07-28,2809.01
2017-07-29,2726.45
2017-07-30,2757.18
2017-07-31,2875.34
2017-08-01,2718.26
2017-08-02,2710.67
2017-08-03,2804.73
2017-08-04,2895.89
2017-08-05,3252.91
2017-08-06,3213.94
2017-08-07,3378.94
2017-08-08,3419.94
2017-08-09,3342.47
2017-08-10,3381.28
2017-08-11,3650.62
2017-08-12,3884.71
2017-08-13,4073.26
2017-08-14,4325.13
2017-08-15,4181.93
2017-08-16,4376.63
2017-08-17,4331.69
2017-08-18,4160.62
2017-08-19,4193.7
2017-08-20,4087.66
2017-08-21,4001.74
2017-08-22,4100.52
2017-08-23,4151.52
2017-08-24,4334.68
2017-08-25,4371.6
2017-08-26,4352.4
2017-08-27,4382.88
2017-08-28,4382.66
2017-08-29,4579.02
2017-08-30,4565.3
2017-08-31,4703.39
2017-09-01,4892.01
2017-09-02,4578.77
2017-09-03,4582.96
2017-09-04,4236.31
2017-09-05,4376.53
2017-09-06,4597.12
2017-09-07,4599.88
2017-09-08,4228.75
2017-09-09,4226.06
2017-09-10,4122.94
2017-09-11,4161.27
2017-09-12,4130.81
2017-09-13,3882.59
2017-09-14,3154.95
2017-09-15,3637.52
2017-09-16,3625.04
2017-09-17,3582.88
2017-09-18,4065.2
2017-09-19,3924.97
2017-09-20,3905.95
2017-09-21,3631.04
2017-09-22,3630.7
2017-09-23,3792.4
2017-09-24,3682.84
2017-09-25,3926.07
2017-09-26,3892.35
2017-09-27,4200.67
2017-09-28,4174.73
2017-09-29,4163.07
2017-09-30,4338.71
2017-10-01,4403.74
2017-10-02,4409.32
2017-10-03,4317.48
2017-10-04,4229.36
2017-10-05,4328.41
2017-10-06,4370.81
2017-10-07,4426.89
2017-10-08,4610.48
2017-10-09,4772.02
2017-10-10,4781.99
2017-10-11,4826.48
2017-10-12,5446.91
2017-10-13,5647.21
2017-10-14,5831.79
2017-10-15,5678.19
2017-10-16,5725.59
2017-10-17,5605.51
2017-10-18,5590.69
2017-10-19,5708.52
2017-10-20,6011.45
2017-10-21,6031.6
2017-10-22,6008.42
2017-10-23,5930.32
2017-10-24,5526.64
2017-10-25,5750.8
2017-10-26,5904.83
2017-10-27,5780.9
2017-10-28,5753.09
2017-10-29,6153.85
2017-10-30,6130.53
2017-10-31,6468.4
2017-11-01,6767.31
2017-11-02,7078.5
2017-11-03,7207.76
2017-11-04,7379.95
2017-11-05,7407.41
2017-11-06,7022.76
2017-11-07,7144.38
2017-11-08,7459.69
2017-11-09,7143.58
2017-11-10,6618.14
2017-11-11,6357.6
2017-11-12,5950.07
2017-11-13,6559.49
2017-11-14,6635.75
2017-11-15,7315.54
2017-11-16,7871.69
2017-11-17,7708.99
2017-11-18,7790.15
2017-11-19,8036.49
2017-11-20,8200.64
2017-11-21,8071.26
2017-11-22,8253.55
2017-11-23,8038.77
2017-11-24,8253.69
2017-11-25,8790.92
2017-11-26,9330.55
2017-11-27,9818.35
2017-11-28,10058.8
2017-11-29,9888.61
2017-11-30,10233.6
2017-12-01,10975.6
2017-12-02,11074.6
2017-12-03,11323.2
2017-12-04,11657.2
2017-12-05,11916.7
2017-12-06,14291.5
2017-12-07,17899.7
2017-12-08,16569.4
2017-12-09,15178.2
2017-12-10,15455.4
2017-12-11,16936.8
2017-12-12,17415.4
2017-12-13,16408.2
2017-12-14,16564.0
2017-12-15,17706.9
2017-12-16,19497.4
2017-12-17,19140.8
2017-12-18,19114.2
2017-12-19,17776.7
2017-12-20,16624.6
2017-12-21,15802.9
2017-12-22,13831.8
2017-12-23,14699.2
2017-12-24,13925.8
2017-12-25,14026.6
2017-12-26,16099.8
2017-12-27,15838.5
2017-12-28,14606.5
2017-12-29,14656.2
2017-12-30,12952.2
2017-12-31,14156.4
2018-01-01,13657.2
2018-01-02,14982.1
2018-01-03,15201.0
2018-01-04,15599.2
2018-01-05,17429.5
2018-01-06,17527.0
2018-01-07,16477.6
2018-01-08,15170.1
2018-01-09,14595.4
2018-01-10,14973.3
2018-01-11,13405.8
2018-01-12,13980.6
2018-01-13,14360.2
2018-01-14,13772.0
2018-01-15,13819.8
2018-01-16,11490.5
2018-01-17,11188.6
2018-01-18,11474.9
2018-01-19,11607.4
2018-01-20,12899.2
2018-01-21,11600.1
2018-01-22,10931.4
2018-01-23,10868.4
2018-01-24,11359.4
2018-01-25,11259.4
2018-01-26,11171.4
2018-01-27,11440.7
2018-01-28,11786.3
2018-01-29,11296.4
2018-01-30,10106.3
2018-01-31,10221.1
2018-02-01,9170.54
2018-02-02,8830.75
2018-02-03,9174.91
2018-02-04,8277.01
2018-02-05,6955.27
